batch_id,tokens_total,allocated_tokens,available_tokens,research_pending,unsellable,returned_pending,warehouse,returned_events,disposed_events,unique_orders,report_date
8M-LM6B-F2Q5-130125-row354,4,4,0,0,0,0,0,0,0,3,2026-04-01
8U-QPFH-3EKQ-161225-row948,4,4,0,0,0,0,0,0,0,2,2026-04-01
81-3DY5-BFOR-81024-row144,4,4,0,0,0,0,0,0,0,4,2026-04-01
8M-LM6B-F2Q5-150925-row869,4,4,0,0,0,0,0,0,0,2,2026-04-01
UR-Q7TM-1F3I-200525-row691,4,3,1,0,0,0,0,0,0,3,2026-04-01
IB-U5FA-BO2Y-101125-row942,4,4,0,0,0,0,0,0,0,4,2026-04-01
G8-L8EI-INMK-071025-row919,4,3,0,0,0,1,0,1,0,3,2026-04-01
I2-6YKQ-CIBP-090925-row862,4,3,0,0,0,1,0,1,0,4,2026-04-01
SR-20251110-001,3,2,1,0,0,0,0,0,0,2,2026-04-01
XG-Z9LW-Z27Q-220525-row716,3,3,0,0,0,0,0,0,0,3,2026-04-01
VO-A6AR-18YS-572025-row671,3,2,1,0,0,0,0,0,0,2,2026-04-01
US-AK96-YFSB-061025-row899,3,0,3,0,0,0,0,0,0,0,2026-04-01
0Z-Y60V-499R-220525-row717,3,3,0,0,0,0,0,0,0,3,2026-04-01
HO-LSOY-8R05-120126-row956,3,1,2,0,0,0,0,0,0,1,2026-04-01
K0-71JR-UNLF-050525-row649,3,3,0,0,0,0,0,0,0,3,2026-04-01
5M-QO6K-LNH0-140525-row686,3,3,0,0,0,0,0,0,0,3,2026-04-01
2L-M26G-560I-061025-row915,3,3,0,0,0,0,0,0,0,3,2026-04-01
WJ-YHKC-EES5-040825-row801,3,3,0,0,0,0,0,0,0,3,2026-04-01
CY-5VNG-I5M8-071025-row920,2,2,0,0,0,0,0,0,0,2,2026-04-01
D2-8SPY-Q095-030225-row382,2,2,0,0,0,0,0,0,0,2,2026-04-01
DO-QDI1-K7R9-220425-row601,2,1,0,0,0,1,0,1,0,2,2026-04-01
714776-260825-row838,2,2,0,0,0,0,0,0,0,2,2026-04-01
EV-CHU5-XU3G-041124-row249,2,2,0,0,0,0,0,0,0,2,2026-04-01
L5-PF3B-WHU4-260825-row827,2,2,0,0,0,0,0,0,0,2,2026-04-01
JH-97NP-GJDG-01012025-row1657,2,2,0,0,0,0,0,0,0,2,2026-04-01
HS-R5IP-7E1C-240225-row455,2,0,2,0,0,0,0,0,0,0,2026-04-01
FBA15K3QTGNT_unexpected_item_01-22325-row545,2,2,0,0,0,0,0,0,0,2,2026-04-01
DV-USYD-8WR2-061025-row908,2,2,0,0,0,0,0,0,0,2,2026-04-01
SR-20260112-005,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-006,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-003,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-004,2,0,2,0,0,0,0,0,0,0,2026-04-01
ZT-QPY3-P24I-061025-row910,2,0,2,0,0,0,0,0,0,0,2026-04-01
YO-EKK2-FRCC-050525-row653,2,2,0,0,0,0,0,0,0,2,2026-04-01
SR-20260112-001,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-002,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-007,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-008,2,0,2,0,0,0,0,0,0,0,2026-04-01
02-7AZG-O0CV-01012025-row1656,1,1,0,0,0,0,0,0,0,1,2026-04-01
4F-HT42-FD26-040325-row463,1,1,0,0,0,0,0,0,0,1,2026-04-01
3E-62Y1-WPYU-20224-row433,1,1,0,0,0,0,0,0,0,1,2026-04-01
7L-OT45-7LYB-040825-row803,1,0,0,0,0,1,0,1,0,1,2026-04-01
4U-9ZL6-9G0Y-090925-row849,1,1,0,0,0,0,0,0,0,1,2026-04-01
1U-1W76-M840-270825-row833,1,1,0,0,0,0,0,0,0,1,2026-04-01
JV-D1TI-6UF6-150925-row867,1,0,0,0,0,1,0,1,0,1,2026-04-01
GJ-2OZK-0GCA-150925-row879,1,1,0,0,0,0,0,0,0,1,2026-04-01
GY-FO04-RDYL-140525-row683,1,0,1,0,0,0,0,0,0,0,2026-04-01
A9-2Y9G-M2K7-230625-row772,1,0,0,0,0,1,0,1,0,1,2026-04-01
D7-MGBX-RX2P-190625-row747,1,0,0,0,0,1,0,1,0,1,2026-04-01
EA-FZ2V-D7II-170225-row429,1,1,0,0,0,0,0,0,0,1,2026-04-01
DT-SPI3-IK34-101024-row179,1,1,0,0,0,0,0,0,0,1,2026-04-01
DV-USYD-8WR2-260825-row825,1,1,0,0,0,0,0,0,0,1,2026-04-01
SE-IQQJ-EOU3-150925-row871,1,1,0,0,0,0,0,0,0,1,2026-04-01
SR-20241104-001,1,0,1,0,0,0,0,0,0,0,2026-04-01
MF-TPXM-F8AF-291024-row234,1,1,0,0,0,0,0,0,0,1,2026-04-01
M5-71MK-T0DL-5225-row395,1,1,0,0,0,0,0,0,0,1,2026-04-01
SR-20250709-001,1,0,1,0,0,0,0,0,0,0,2026-04-01
SR-20250804-001,1,0,1,0,0,0,0,0,0,0,2026-04-01
SU-5LQH-2DVN-010525-row631,1,1,0,0,0,0,0,0,0,1,2026-04-01
VF-3T0K-DR5O-281025-row930,1,1,0,0,0,0,0,0,0,1,2026-04-01
6V-EEC1-2S9Z-101125-row938,1504,1491,0,0,0,9,0,17,0,1314,2026-04-01
WX-L5UA-UB1Q-190625-row756,808,739,53,1,0,9,0,21,0,720,2026-04-01
VF-3T0K-DR5O-181125-row947,802,399,397,1,0,3,0,7,0,304,2026-04-01
DC-K5WH-R7F5-101125-row934,521,464,48,0,0,8,0,10,0,363,2026-04-01
A2-T2AC-TW3L-101125-row939,453,449,0,0,0,1,0,7,0,413,2026-04-01
XH-0LAE-FQO5-201025-row927,306,279,22,0,0,5,0,5,0,239,2026-04-01
6V-EEC1-2S9Z-050126-row951,250,249,0,1,0,0,0,0,0,79,2026-04-01
SR-20260121-001,250,249,0,0,0,1,0,1,0,26,2026-04-01
SR-20260105-002,250,249,0,0,0,1,0,1,0,25,2026-04-01
SR-20260121-002,250,250,0,0,0,0,0,0,0,26,2026-04-01
SR-20260316-001,250,30,220,0,0,0,0,0,0,26,2026-04-01
A2-T2AC-TW3L-050126-row952,241,240,0,0,0,0,0,2,0,206,2026-04-01
SR-20260209-002,240,184,55,0,0,1,0,1,0,20,2026-04-01
EV-CHU5-XU3G-061025-row881,228,211,15,0,0,2,0,2,0,199,2026-04-01
SR-20260318-022,200,0,200,0,0,0,0,0,0,0,2026-04-01
Z3-ORV9-K8XD-050525-row646,197,195,0,0,0,2,0,2,0,186,2026-04-01
AX-NKNU-29C1-140425-row586,183,46,134,0,0,3,0,3,0,29,2026-04-01
F7-PMJ2-SG6A-061025-row885,180,179,0,0,0,1,0,1,0,107,2026-04-01
Z7-26PV-O9LR-150925-row865,168,166,0,0,0,0,0,4,0,156,2026-04-01
SR-20260219-004,150,0,150,0,0,0,0,0,0,0,2026-04-01
SR-20260209-001,120,120,0,0,0,0,0,0,0,7,2026-04-01
TU-8I14-25ZR-061025-row882,120,116,0,2,0,2,0,2,0,118,2026-04-01
SR-20260105-001,120,119,0,0,0,1,0,1,0,5,2026-04-01
0G-JB6S-PN34-101125-row946,110,0,110,0,0,0,0,0,0,0,2026-04-01
SR-6OBB-WC03-250825-row819,104,102,0,0,0,2,0,2,0,74,2026-04-01
JB-RGB6-LZOJ-010525-row642,103,53,48,0,0,2,0,2,0,34,2026-04-01
NN-TSZ1-X2RD-161225-row949,95,93,1,0,0,0,0,2,0,62,2026-04-01
R7-98IN-2PW8-090925-row857,93,57,22,2,0,11,0,13,2,48,2026-04-01
NN-TSZ1-X2RD-071025-row917,92,91,0,0,0,1,0,1,0,79,2026-04-01
MW-9K5M-VKW8-061025-row898,90,88,0,0,0,2,0,2,0,90,2026-04-01
D7-MGBX-RX2P-201025-row922,90,90,0,0,0,0,0,0,0,66,2026-04-01
AF-KIHX-ANYY-240225-row450,86,27,59,0,0,0,0,0,0,27,2026-04-01
XE-YPAI-HX9F-220126-row963,80,59,21,0,0,0,0,0,0,5,2026-04-01
VU-8KRA-QP5M-230625-row763,79,76,3,0,0,0,0,0,0,47,2026-04-01
SU-5LQH-2DVN-101125-row940,76,68,7,0,0,0,0,2,0,68,2026-04-01
SR-20251006-001,72,0,72,0,0,0,0,0,0,0,2026-04-01
T8-6UWL-I3E1-260825-row822,71,68,2,0,0,1,0,1,0,63,2026-04-01
NN-TSZ1-X2RD-101125-row935,67,64,0,0,0,0,0,6,0,47,2026-04-01
XY-UM2X-TPS3-140525-row687,63,24,37,0,0,1,0,3,0,25,2026-04-01
6Q-9G2A-IKVV-290425-row629,61,2,59,0,0,0,0,0,0,1,2026-04-01
SR-20260318-021,60,0,60,0,0,0,0,0,0,0,2026-04-01
RZ-6ZL9-CZ7J-300525-row724,60,13,47,0,0,0,0,0,0,11,2026-04-01
SR-20260219-005,60,0,60,0,0,0,0,0,0,0,2026-04-01
L3-ZQ8U-A7LQ-061025-row909,60,59,1,0,0,0,0,0,0,42,2026-04-01
49-4UKW-G81R-190625-row749,60,60,0,0,0,0,0,0,0,39,2026-04-01
7L-OT45-7LYB-271025-row929,58,57,0,0,0,1,0,1,0,41,2026-04-01
XE-YPAI-HX9F-071025-row918,52,52,0,0,0,0,0,0,0,52,2026-04-01
SR-20251020-001,50,0,50,0,0,0,0,0,0,0,2026-04-01
NN-TSZ1-X2RD-220126-row962,50,46,4,0,0,0,0,0,0,33,2026-04-01
SR-20260318-005,50,0,50,0,0,0,0,0,0,0,2026-04-01
Z7-26PV-O9LR-220126-row960,50,9,38,2,0,1,0,1,0,9,2026-04-01
LV-425G-BY4X-090925-row841,48,48,0,0,0,0,0,0,0,48,2026-04-01
N7-A24N-WJA7-061025-row893,48,48,0,0,0,0,0,0,0,48,2026-04-01
0H-5V53-GPG4-250825-row820,47,45,0,0,0,2,0,2,0,46,2026-04-01
VL-48KZ-J3F2-061025-row901,46,46,0,0,0,0,0,0,0,38,2026-04-01
6V-EEC1-2S9Z-060825-row815,45,45,0,0,0,0,0,0,0,41,2026-04-01
SR-20250804-002,45,44,1,0,0,0,0,0,0,1,2026-04-01
RW-AZK6-O4M2-040825-row805,42,42,0,0,0,0,0,0,0,9,2026-04-01
SR-20260318-018,41,1,40,0,0,0,0,0,0,1,2026-04-01
SR-20260318-023,40,0,40,0,0,0,0,0,0,0,2026-04-01
WE-1Z7L-SA2I-090925-row858,39,0,39,0,0,0,0,0,0,0,2026-04-01
BQ-O3OI-FTJU-30824-row34,38,37,0,0,0,1,0,1,0,32,2026-04-01
0G-JB6S-PN34-061025-row916,38,26,12,0,0,0,0,0,0,26,2026-04-01
SR-20251006-002,36,0,36,0,0,0,0,0,0,0,2026-04-01
SR-20260318-001,36,6,30,0,0,0,0,0,0,1,2026-04-01
JV-D1TI-6UF6-201025-row928,34,34,0,0,0,0,0,0,0,29,2026-04-01
EE-KTDC-KCFY-101125-row941,31,29,1,0,0,0,0,2,0,29,2026-04-01
C6-XGZB-J6QA-220126-row966,30,27,3,0,0,0,0,0,0,11,2026-04-01
3B-3H3V-Z93T-050126-row953,30,30,0,0,0,0,0,0,0,28,2026-04-01
SR-20251006-003,30,6,24,0,0,0,0,0,0,2,2026-04-01
SR-20260219-001,30,0,30,0,0,0,0,0,0,0,2026-04-01
SR-20260219-002,30,0,30,0,0,0,0,0,0,0,2026-04-01
SR-20250506-001,30,29,0,0,0,1,0,1,0,3,2026-04-01
4F-HT42-FD26-201025-row923,30,30,0,0,0,0,0,0,0,25,2026-04-01
6P-IWYA-X18B-090725-row775,29,29,0,0,0,0,0,0,0,28,2026-04-01
4W-VS57-BV6A-512025-row636,29,12,17,0,0,0,0,0,0,11,2026-04-01
9X-7TBD-NA16-230625-row762,28,28,0,0,0,0,0,0,0,19,2026-04-01
I2-6YKQ-CIBP-061025-row913,28,27,0,0,0,1,0,1,0,25,2026-04-01
H6-E7MP-EBPD-240425-row619,27,2,25,0,0,0,0,0,0,2,2026-04-01
L3-ZQ8U-A7LQ-140525-row688,26,26,0,0,0,0,0,0,0,19,2026-04-01
8M-NHB7-T8TR-061025-row889,25,21,4,0,0,0,0,0,0,21,2026-04-01
8R-E0Y9-0LAU-101125-row944,24,23,0,0,0,1,0,1,0,17,2026-04-01
L1-54EX-56YC-150925-row874,24,22,0,0,0,2,0,2,0,13,2026-04-01
XE-YPAI-HX9F-161225-row950,24,24,0,0,0,0,0,0,0,18,2026-04-01
RI-VSUS-0YTD-090925-row859,24,9,15,0,0,0,0,0,0,6,2026-04-01
SR-20260318-004,24,0,24,0,0,0,0,0,0,0,2026-04-01
TK-E7QE-T40G-170225-row427,22,5,17,0,0,0,0,0,0,5,2026-04-01
D0-C7C0-H6LN-061025-row914,22,21,0,0,0,1,0,1,0,10,2026-04-01
H4-86XG-NLX6-061025-row897,22,17,1,0,0,3,0,5,0,21,2026-04-01
3T-6QPR-E2MV-040825-row799,22,22,0,0,0,0,0,0,0,22,2026-04-01
XH-0LAE-FQO5-150925-row864,21,20,0,0,0,1,0,1,0,18,2026-04-01
SR-20260318-017,20,0,20,0,0,0,0,0,0,0,2026-04-01
SR-20260318-016,20,4,16,0,0,0,0,0,0,3,2026-04-01
SR-20260318-003,20,1,19,0,0,0,0,0,0,1,2026-04-01
SR-20260318-012,20,0,20,0,0,0,0,0,0,0,2026-04-01
86-1VHQ-ABNK-170325-row522,19,0,18,1,0,0,0,0,0,0,2026-04-01
TJ-6LOP-OPEU-170325-row526,19,3,16,0,0,0,0,0,0,3,2026-04-01
XE-27ZG-EZPZ-230425-row605,18,2,16,0,0,0,0,0,0,2,2026-04-01
3X-EXDD-TD2K-061025-row911,18,9,7,0,0,0,0,4,0,11,2026-04-01
SR-20240101-001,17,0,17,0,0,0,0,0,0,0,2026-04-01
LR-7GM6-1RCH-190625-row754,17,14,0,0,0,3,0,3,0,7,2026-04-01
PE-G94Y-4PYO-010525-row632,16,14,2,0,0,0,0,0,0,12,2026-04-01
SC-LYFM-ORXK-190625-row745,16,16,0,0,0,0,0,0,0,15,2026-04-01
7M-48OU-23X3-050425-row578,15,9,5,0,0,1,0,1,0,5,2026-04-01
L5-PF3B-WHU4-120126-row957,15,8,5,0,0,2,0,2,0,8,2026-04-01
2G-AYBQ-TUQG-100325-row504,15,8,7,0,0,0,0,0,0,8,2026-04-01
7H-7G2P-ONWJ-090925-row842,15,15,0,0,0,0,0,0,0,10,2026-04-01
R4-0AXZ-ZZ9D-061025-row894,15,15,0,0,0,0,0,0,0,12,2026-04-01
RB-82FL-T88J-232025-row394,15,14,0,0,0,1,0,1,0,15,2026-04-01
YC-3L3M-BV48-061025-row892,15,5,10,0,0,0,0,0,0,5,2026-04-01
GH-PONH-K4WQ-061025-row883,14,11,0,0,0,3,0,3,0,10,2026-04-01
ZU-PFDN-JSYV-061025-row902,14,14,0,0,0,0,0,0,0,14,2026-04-01
8L-INBX-OUTU-150925-row870,14,13,0,0,0,1,0,1,0,14,2026-04-01
GJ-2OZK-0GCA-050126-row954,14,14,0,0,0,0,0,0,0,13,2026-04-01
X7-MY4W-H2I4-061025-row900,13,12,0,0,0,0,0,0,1,11,2026-04-01
3X-EXDD-TD2K-090925-row861,12,7,1,0,0,3,0,5,0,10,2026-04-01
D2-8SPY-Q095-220525-row712,12,12,0,0,0,0,0,0,0,12,2026-04-01
CJ-X0SS-QOUW-200525-row690,12,3,9,0,0,0,0,0,0,3,2026-04-01
714810-260825-row839,12,1,11,0,0,0,0,0,0,1,2026-04-01
SR-20250107-001,12,0,12,0,0,0,0,0,0,0,2026-04-01
SR-20260318-002,12,0,12,0,0,0,0,0,0,0,2026-04-01
SR-20260318-020,12,2,10,0,0,0,0,0,0,2,2026-04-01
5Z-6Z0P-9TQQ-111224-row319,12,0,12,0,0,0,0,0,0,0,2026-04-01
3B-3H3V-Z93T-190625-row760,12,12,0,0,0,0,0,0,0,12,2026-04-01
Z9-FBUQ-EZN3-061025-row888,12,12,0,0,0,0,0,0,0,12,2026-04-01
SR-20260318-008,12,0,12,0,0,0,0,0,0,0,2026-04-01
SR-20250127-001,12,0,12,0,0,0,0,0,0,0,2026-04-01
SR-20260318-009,12,0,12,0,0,0,0,0,0,0,2026-04-01
SR-20260318-015,12,0,12,0,0,0,0,0,0,0,2026-04-01
SQ-7QYT-5D5B-020625-row741,12,11,1,0,0,0,0,0,0,11,2026-04-01
SR-20260318-024,12,0,12,0,0,0,0,0,0,0,2026-04-01
SR-20260318-013,12,0,12,0,0,0,0,0,0,0,2026-04-01
79-CPJ6-DSG6-201025-row924,11,11,0,0,0,0,0,0,0,11,2026-04-01
BB-ZT14-1QQA-250825-row818,11,11,0,0,0,0,0,0,0,10,2026-04-01
8R-E0Y9-0LAU-120126-row955,11,9,0,0,0,0,0,2,1,9,2026-04-01
OV-LVEL-DQL6-342025-row459,11,7,4,0,0,0,0,0,0,4,2026-04-01
MW-9K5M-VKW8-040825-row802,11,10,0,0,0,0,0,2,0,10,2026-04-01
SR-20260318-006,11,3,8,0,0,0,0,0,0,2,2026-04-01
MY-KL21-NMV5-10212024-row217,11,9,0,0,0,2,0,2,0,11,2026-04-01
SR-20260318-011,11,0,11,0,0,0,0,0,0,0,2026-04-01
ZV-RLOD-Q0JI-090925-row853,10,10,0,0,0,0,0,0,0,10,2026-04-01
W3-8FN7-FSP0-220126-row965,10,0,10,0,0,0,0,0,0,0,2026-04-01
YO-EKK2-FRCC-090925-row844,10,6,4,0,0,0,0,0,0,5,2026-04-01
SR-20260318-010,10,9,1,0,0,0,0,0,0,1,2026-04-01
8U-QPFH-3EKQ-220126-row961,10,0,10,0,0,0,0,0,0,0,2026-04-01
CX-SMCH-4DYA-230625-row769,10,2,7,0,0,1,0,1,0,3,2026-04-01
LP-QMNJ-J49G-220126-row964,10,0,10,0,0,0,0,0,0,0,2026-04-01
XE-YPAI-HX9F-150925-row866,9,9,0,0,0,0,0,0,0,8,2026-04-01
SR-20260219-003,9,0,9,0,0,0,0,0,0,0,2026-04-01
U1-M5BM-8F5W-12112024-row322,9,8,0,0,0,1,0,1,0,9,2026-04-01
SR-20260318-007,9,6,3,0,0,0,0,0,0,2,2026-04-01
IJ-V0PQ-4CZ4-572025-row672,9,1,8,0,0,0,0,0,0,1,2026-04-01
A2-T2AC-TW3L-090925-row860,9,9,0,0,0,0,0,0,0,9,2026-04-01
GD-B8SW-1PCP-342025-row410,9,9,0,0,0,0,0,0,0,6,2026-04-01
D8-1A3E-I37F-050525-row650,9,2,7,0,0,0,0,0,0,2,2026-04-01
GK-YI4S-C158-040825-row804,9,8,0,0,0,0,0,0,1,8,2026-04-01
BL-WX51-KQOK-050525-row651,8,2,6,0,0,0,0,0,0,2,2026-04-01
8U-QPFH-3EKQ-040325-row473,8,8,0,0,0,0,0,0,0,7,2026-04-01
JL-VTP2-JF3Q-3252025-row551,8,7,0,0,0,1,0,1,0,8,2026-04-01
FB-6FW0-Z82Q-230425-row609,8,0,8,0,0,0,0,0,0,0,2026-04-01
UL-D0Y8-ZNI5-090925-row847,7,7,0,0,0,0,0,0,0,7,2026-04-01
DC-K5WH-R7F5-090925-row850,7,6,0,0,0,0,0,2,0,7,2026-04-01
GA-9DTN-9O1E-100325-row502,7,5,1,0,0,1,0,1,0,6,2026-04-01
XH-OMMJ-C7MT-140425-row585,7,7,0,0,0,0,0,0,0,7,2026-04-01
PY-XV78-3OG5-061025-row912,7,5,0,0,0,2,0,2,0,6,2026-04-01
SR-20260318-014,7,0,7,0,0,0,0,0,0,0,2026-04-01
SR-20260318-019,7,2,5,0,0,0,0,0,0,2,2026-04-01
IB-U5FA-BO2Y-061025-row907,6,2,0,0,0,4,0,4,0,6,2026-04-01
L5-PF3B-WHU4-101125-row945,6,6,0,0,0,0,0,0,0,6,2026-04-01
XG-Z9LW-Z27Q-201025-row925,6,6,0,0,0,0,0,0,0,5,2026-04-01
WX-L5UA-UB1Q-290425-row628,6,6,0,0,0,0,0,0,0,6,2026-04-01
SU-JM8R-2U82-1022024-row113,6,5,0,0,0,1,0,1,0,6,2026-04-01
NX-0Q7A-XR6H-100725-row792,6,6,0,0,0,0,0,0,0,4,2026-04-01
714776-061025-row903,6,6,0,0,0,0,0,0,0,6,2026-04-01
0R-GRRH-W0Z9-572025-row670,6,6,0,0,0,0,0,0,0,1,2026-04-01
9X-HL62-83C7-10325-row489,6,0,6,0,0,0,0,0,0,0,2026-04-01
79-CPJ6-DSG6-250825-row817,6,6,0,0,0,0,0,0,0,6,2026-04-01
L1-54EX-56YC-260825-row823,6,6,0,0,0,0,0,0,0,6,2026-04-01
KI-CR51-18J3-3252025-row547,6,5,0,0,0,1,0,1,0,6,2026-04-01
LF-X542-9TDZ-090925-row848,5,5,0,0,0,0,0,0,0,5,2026-04-01
4D-BI2L-5PZ8-300525-row723,5,5,0,0,0,0,0,0,0,1,2026-04-01
HL-03ZR-QPHH-140525-row684,5,1,4,0,0,0,0,0,0,1,2026-04-01
IM-AYXV-79NJ-090925-row856,5,5,0,0,0,0,0,0,0,5,2026-04-01
TE-Y18U-S2O1-190625-row746,5,5,0,0,0,0,0,0,0,5,2026-04-01
ZI-1MA2-8QGC-231024-row218,5,5,0,0,0,0,0,0,0,5,2026-04-01
4U-XT39-AMUJ-061025-row887,4,4,0,0,0,0,0,0,0,2,2026-04-01
8M-NHB7-T8TR-090925-row846,4,4,0,0,0,0,0,0,0,4,2026-04-01
8M-LM6B-F2Q5-130125-row354,4,4,0,0,0,0,0,0,0,3,2026-04-01
8U-QPFH-3EKQ-161225-row948,4,4,0,0,0,0,0,0,0,2,2026-04-01
81-3DY5-BFOR-81024-row144,4,4,0,0,0,0,0,0,0,4,2026-04-01
8M-LM6B-F2Q5-150925-row869,4,4,0,0,0,0,0,0,0,2,2026-04-01
UR-Q7TM-1F3I-200525-row691,4,3,1,0,0,0,0,0,0,3,2026-04-01
IB-U5FA-BO2Y-101125-row942,4,4,0,0,0,0,0,0,0,4,2026-04-01
G8-L8EI-INMK-071025-row919,4,3,0,0,0,1,0,1,0,3,2026-04-01
I2-6YKQ-CIBP-090925-row862,4,3,0,0,0,1,0,1,0,4,2026-04-01
SR-20251110-001,3,2,1,0,0,0,0,0,0,2,2026-04-01
XG-Z9LW-Z27Q-220525-row716,3,3,0,0,0,0,0,0,0,3,2026-04-01
VO-A6AR-18YS-572025-row671,3,2,1,0,0,0,0,0,0,2,2026-04-01
US-AK96-YFSB-061025-row899,3,0,3,0,0,0,0,0,0,0,2026-04-01
0Z-Y60V-499R-220525-row717,3,3,0,0,0,0,0,0,0,3,2026-04-01
HO-LSOY-8R05-120126-row956,3,1,2,0,0,0,0,0,0,1,2026-04-01
K0-71JR-UNLF-050525-row649,3,3,0,0,0,0,0,0,0,3,2026-04-01
5M-QO6K-LNH0-140525-row686,3,3,0,0,0,0,0,0,0,3,2026-04-01
2L-M26G-560I-061025-row915,3,3,0,0,0,0,0,0,0,3,2026-04-01
WJ-YHKC-EES5-040825-row801,3,3,0,0,0,0,0,0,0,3,2026-04-01
CY-5VNG-I5M8-071025-row920,2,2,0,0,0,0,0,0,0,2,2026-04-01
D2-8SPY-Q095-030225-row382,2,2,0,0,0,0,0,0,0,2,2026-04-01
DO-QDI1-K7R9-220425-row601,2,1,0,0,0,1,0,1,0,2,2026-04-01
714776-260825-row838,2,2,0,0,0,0,0,0,0,2,2026-04-01
EV-CHU5-XU3G-041124-row249,2,2,0,0,0,0,0,0,0,2,2026-04-01
L5-PF3B-WHU4-260825-row827,2,2,0,0,0,0,0,0,0,2,2026-04-01
JH-97NP-GJDG-01012025-row1657,2,2,0,0,0,0,0,0,0,2,2026-04-01
HS-R5IP-7E1C-240225-row455,2,0,2,0,0,0,0,0,0,0,2026-04-01
FBA15K3QTGNT_unexpected_item_01-22325-row545,2,2,0,0,0,0,0,0,0,2,2026-04-01
DV-USYD-8WR2-061025-row908,2,2,0,0,0,0,0,0,0,2,2026-04-01
SR-20260112-005,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-006,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-003,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-004,2,0,2,0,0,0,0,0,0,0,2026-04-01
ZT-QPY3-P24I-061025-row910,2,0,2,0,0,0,0,0,0,0,2026-04-01
YO-EKK2-FRCC-050525-row653,2,2,0,0,0,0,0,0,0,2,2026-04-01
SR-20260112-001,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-002,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-007,2,0,2,0,0,0,0,0,0,0,2026-04-01
SR-20260112-008,2,0,2,0,0,0,0,0,0,0,2026-04-01
02-7AZG-O0CV-01012025-row1656,1,1,0,0,0,0,0,0,0,1,2026-04-01
4F-HT42-FD26-040325-row463,1,1,0,0,0,0,0,0,0,1,2026-04-01
3E-62Y1-WPYU-20224-row433,1,1,0,0,0,0,0,0,0,1,2026-04-01
7L-OT45-7LYB-040825-row803,1,0,0,0,0,1,0,1,0,1,2026-04-01
4U-9ZL6-9G0Y-090925-row849,1,1,0,0,0,0,0,0,0,1,2026-04-01
1U-1W76-M840-270825-row833,1,1,0,0,0,0,0,0,0,1,2026-04-01
JV-D1TI-6UF6-150925-row867,1,0,0,0,0,1,0,1,0,1,2026-04-01
GJ-2OZK-0GCA-150925-row879,1,1,0,0,0,0,0,0,0,1,2026-04-01
GY-FO04-RDYL-140525-row683,1,0,1,0,0,0,0,0,0,0,2026-04-01
A9-2Y9G-M2K7-230625-row772,1,0,0,0,0,1,0,1,0,1,2026-04-01
D7-MGBX-RX2P-190625-row747,1,0,0,0,0,1,0,1,0,1,2026-04-01
EA-FZ2V-D7II-170225-row429,1,1,0,0,0,0,0,0,0,1,2026-04-01
DT-SPI3-IK34-101024-row179,1,1,0,0,0,0,0,0,0,1,2026-04-01
DV-USYD-8WR2-260825-row825,1,1,0,0,0,0,0,0,0,1,2026-04-01
SE-IQQJ-EOU3-150925-row871,1,1,0,0,0,0,0,0,0,1,2026-04-01
SR-20241104-001,1,0,1,0,0,0,0,0,0,0,2026-04-01
MF-TPXM-F8AF-291024-row234,1,1,0,0,0,0,0,0,0,1,2026-04-01
M5-71MK-T0DL-5225-row395,1,1,0,0,0,0,0,0,0,1,2026-04-01
SR-20250709-001,1,0,1,0,0,0,0,0,0,0,2026-04-01
SR-20250804-001,1,0,1,0,0,0,0,0,0,0,2026-04-01
SU-5LQH-2DVN-010525-row631,1,1,0,0,0,0,0,0,0,1,2026-04-01
VF-3T0K-DR5O-281025-row930,1,1,0,0,0,0,0,0,0,1,2026-04-01
6V-EEC1-2S9Z-101125-row938,1504,1491,0,0,0,9,0,17,0,1314,2026-04-01
WX-L5UA-UB1Q-190625-row756,808,739,53,1,0,9,0,21,0,720,2026-04-01
VF-3T0K-DR5O-181125-row947,802,410,386,1,0,3,0,7,0,312,2026-04-01
DC-K5WH-R7F5-101125-row934,521,464,48,0,0,8,0,10,0,363,2026-04-01
A2-T2AC-TW3L-101125-row939,453,449,0,0,0,1,0,7,0,413,2026-04-01
XH-0LAE-FQO5-201025-row927,306,279,22,0,0,5,0,5,0,239,2026-04-01
6V-EEC1-2S9Z-050126-row951,250,249,0,1,0,0,0,0,0,79,2026-04-01
SR-20260121-001,250,249,0,0,0,1,0,1,0,26,2026-04-01
SR-20260105-002,250,249,0,0,0,1,0,1,0,25,2026-04-01
SR-20260121-002,250,250,0,0,0,0,0,0,0,26,2026-04-01
SR-20260316-001,250,35,215,0,0,0,0,0,0,29,2026-04-01
